PassengerId,Survived
1006,0.7825843751353658
1007,0.13894114905582056
1008,0.07882454939632133
1009,0.7230083827185032
1010,0.4189446735575139
1011,0.7678255288418093
1012,0.8529907116927666
1013,0.07882454939632133
1014,0.9228564410075308
1015,0.0888439826729045
1016,0.07882454939632133
1017,0.6428529165058374
1018,0.11890228250265411
1019,0.5777266002080466
1020,0.20379716173229312
1021,0.10888284922607094
1022,0.06880511611973805
1023,0.3337794907065566
1024,0.5777266002080466
1025,0.07882454939632133
1026,0.013698233098530355
1027,0.10888284922607094
1028,0.09886341594948778
1029,0.2839526279449589
1030,0.6127946166760878
1031,0.028727383013405272
1032,0.6779209329738787
1033,0.932875874284114
1034,0.2937017576002237
1035,0.2739331946683756
1036,0.38888637372776425
1037,0.07381483275802969
1038,0.4490029733872635
1039,0.11890228250265411
1040,0.4490029733872635
1041,0.26391376139179246
1042,0.9829730406670301
1043,0.07882454939632133
1044,-0.07146694975242696
1045,0.547668300378297
1046,0.16398973224727864
1047,0.10888284922607094
1048,0.9529147408372804
1049,0.6127946166760878
1050,0.38888637372776425
1051,0.597765466761213
1052,0.5777266002080466
1053,0.19404803207702825
1054,0.7828546787566841
1055,0.07882454939632133
1056,0.20880687837058476
1057,0.597765466761213
1058,0.35882807389801463
1059,0.13894114905582056
1060,0.9479050241989888
1061,0.6178043333143795
1062,0.07882454939632133
1063,0.09385369931119614
1064,0.11389256586436258
1065,0.07882454939632133
1066,0.028727383013405272
1067,0.8379615617778918
1068,0.8129129785864337
1069,0.32876977406826496
1070,0.7327575123737681
1071,0.7775746584970742
1072,0.26391376139179246
1073,0.4139349569192223
1074,1.008021623858488
1075,0.07882454939632133
1076,0.9629341741138636
1077,0.2138165950088764
1078,0.8079032619481422
1079,0.1439508656941122
1080,0.5777266002080466
1081,0.2138165950088764
1082,0.243874894838626
1083,0.4490029733872635
1084,0.16899944888557017
1085,0.10861254560475264
1086,0.3741275274342078
1087,0.06379539948144652
1088,0.5692361727062621
1089,0.6378431998675459
1090,0.29898177785983365
1091,0.5777266002080466
1092,0.5777266002080466
1093,0.2291160485450695
1094,0.3638377905363062
1095,0.8730295782459331
1096,0.28896234458325043
1097,0.4490029733872635
1098,0.5526780170165886
1099,0.29397206122154207
1100,0.932875874284114
1101,0.1038731325877793
1102,0.06880511611973805
1103,0.07882454939632133
1104,0.3290400776895833
1105,0.6125243130547695
1106,0.5376488671017137
1107,0.38888637372776425
1108,0.5777266002080466
1109,0.31374062415339016
1110,0.8477106914331567
1111,0.07882454939632133
1112,0.7628158122035177
1113,0.12391199914094575
1114,0.8028935453098506
1115,0.12391199914094575
1116,0.8326815415182819
1117,0.5777266002080466
1118,0.11389256586436258
1119,0.5777266002080466
1120,0.028727383013405272
1121,0.23385546156204273
1122,0.3440692276044581
1123,0.9929924739436133
1124,0.12391199914094575
1125,0.07882454939632133
1126,0.4039155236426391
1127,0.1289217157792374
1128,0.27867260768534896
1129,0.1289217157792374
1130,0.822932411863017
1131,0.8577301247097399
1132,0.8226621082416986
1133,0.6876700626291437
1134,0.37385722381288944
1135,0.07882454939632133
1136,0.07882454939632133
1137,0.3938960903660559
1138,0.8028935453098506
1139,0.20379716173229312
1140,0.7678255288418093
1141,0.5777266002080466
1142,0.9080975947139743
1143,0.1289217157792374
1144,0.4640321233021384
1145,0.10888284922607094
1146,0.06880511611973805
1147,0.07882454939632133
1148,0.07882454939632133
1149,0.0888439826729045
1150,0.8179226952247254
1151,0.12391199914094575
1152,0.04876624956657161
1153,0.12391199914094575
1154,0.7678255288418093
1155,0.7230083827185032
1156,0.26391376139179246
1157,0.07882454939632133
1158,0.4490029733872635
1159,0.07882454939632133
1160,0.5777266002080466
1161,0.1439508656941122
1162,0.36884750717459786
1163,0.07882454939632133
1164,0.9679438907521553
1165,0.5777266002080466
1166,0.07882454939632133
1167,0.8129129785864337
1168,0.2739331946683756
1169,0.2138165950088764
1170,0.26391376139179246
1171,0.3039914944981253
1172,0.6127946166760878
1173,0.22410633190677787
1174,0.5777266002080466
1175,0.6829306496121703
1176,0.7179986660802116
1177,0.04876624956657161
1178,0.07882454939632133
1179,0.4790612732170132
1180,0.07882454939632133
1181,0.07882454939632133
1182,0.4490029733872635
1183,0.5777266002080466
1184,0.07882454939632133
1185,0.3337794907065566
1186,0.04876624956657161
1187,0.09886341594948778
1188,0.9080975947139743
1189,0.07882454939632133
1190,0.4490029733872635
1191,0.08383426603461286
1192,0.06880511611973805
1193,0.26391376139179246
1194,0.19878744509400148
1195,0.10888284922607094
1196,0.5777266002080466
1197,0.7775746584970742
1198,0.4490029733872635
1199,0.22410633190677787
1200,0.3237600574299734
1201,0.5025808506336724
1202,0.13894114905582056
1203,0.11890228250265411
1204,0.07882454939632133
1205,0.5426585837400053
1206,0.8226621082416986
1207,0.6428529165058374
1208,0.31374062415339016
1209,0.3190206444130001
1210,0.09385369931119614
1211,0.3039914944981253
1212,0.09886341594948778
1213,0.1038731325877793
1214,0.2839526279449589
1215,0.4339738234723887
1216,0.9028175744543644
1217,0.11389256586436258
1218,0.8529907116927666
1219,0.36884750717459786
1220,0.268923478030084
1221,0.3090012111364169
1222,0.6726409127142687
1223,0.4039155236426391
1224,0.07882454939632133
1225,0.6328334832292543
1226,0.09385369931119614
1227,0.4490029733872635
1228,0.2538943281152092
1229,0.0337370996516968
1230,0.28896234458325043
1231,0.07882454939632133
1232,0.3240303610512917
1233,0.06880511611973805
1234,0.07882454939632133
1235,0.8076329583268238
1236,0.07882454939632133
1237,0.6478626331441291
1238,0.2839526279449589
1239,0.5376488671017137
1240,0.29397206122154207
1241,0.757806095565226
1242,0.8727592746246147
1243,0.28896234458325043
1244,0.3240303610512917
1245,0.16872914526425187
1246,0.7280180993567948
1247,0.3488086406214314
1248,0.8026232416885323
1249,0.07882454939632133
1250,0.07882454939632133
1251,0.5777266002080466
1252,0.158980015608987
1253,0.7928741120332673
1254,0.757806095565226
1255,0.09385369931119614
1256,0.9729536073904469
1257,0.5777266002080466
1258,0.07882454939632133
1259,0.6178043333143795
1260,0.8727592746246147
1261,0.268923478030084
1262,0.3090012111364169
1263,0.9428953075606972
1264,0.353818357259723
1265,0.19377772845570995
1266,0.8276718248799902
1267,0.8727592746246147
1268,0.6178043333143795
1269,0.3090012111364169
1270,0.3237600574299734
1271,0.20406746535361142
1272,0.07882454939632133
1273,0.09886341594948778
1274,0.5777266002080466
1275,0.6328334832292543
1276,0.26391376139179246
1277,0.7928741120332673
1278,0.10888284922607094
1279,0.12865141215791898
1280,0.12391199914094575
1281,0.1990577487153199
1282,0.4840709898553048
1283,0.842700974794865
1284,0.16398973224727864
1285,0.17874857854083515
1286,0.08383426603461286
1287,1.008021623858488
1288,0.10888284922607094
1289,0.8577301247097399
1290,0.11890228250265411
1291,0.07381483275802969
1292,0.9479050241989888
1293,0.22383602828545957
1294,0.9879827573053217
1295,0.5141292896850544
1296,0.38387665708947266
1297,0.3140109277747085
1298,0.29898177785983365
1299,0.3488086406214314
1300,0.5777266002080466
1301,0.7129889494419199
1302,0.5777266002080466
1303,0.9128370077309476
1304,0.5877460334846298
1305,0.07882454939632133
1306,0.9028175744543644
1307,0.03874681628998844
1308,0.07882454939632133
1309,0.07882454939632133
